Brand,Style,Country,Stars,Top Ten
Four Seas,Bowl,Hong Kong,2.75,0
Nissin,Tray,USA,3.75,0
Tesco,Pack,UK,2.25,0
Mama,Pack,Thailand,3.5,0
Samyang Foods,Bowl,South Korea,3.75,0
Nissin,Cup,Colombia,2.75,0
Wu-Mu,Pack,Taiwan,4.0,0
Maruchan,Pack,Japan,4.0,0
Annie Chun's,Pack,USA,4.0,0
Sau Tao,Pack,Hong Kong,3.5,0
Unif,Pack,China,3.75,0
Nissin,Pack,Hong Kong,1.75,0
Thai Pavilion,Tray,USA,4.0,0
Nissin,Pack,Japan,3.75,0
Maggi,Pack,Malaysia,4.0,0
SuperMi,Pack,Indonesia,4.0,0
Sapporo Ichiban,Pack,Japan,5.0,0
Mama,Pack,Thailand,3.5,0
Emart,Cup,South Korea,3.25,0
Nissin,Pack,Hong Kong,3.75,0
Sainsbury's,Pack,UK,2.75,0
Nissin,Pack,Colombia,3.25,0
GaGa,Pack,Indonesia,3.25,0
A-Sha Dry Noodle,Pack,Taiwan,3.75,0
Saji,Pack,Malaysia,4.0,0
Kumamoto,Pack,Japan,2.5,0
Maruchan,Pack,Japan,3.75,0
Mr. Noodles,Bowl,Canada,0.5,0
Master Kong,Bowl,China,3.75,0
Nissin,Tray,USA,3.75,0
HoMyeonDang,Pack,South Korea,4.0,0
Sawadee,Pack,Malaysia,2.5,0
Nissin,Cup,Germany,3.75,0
ABC,Pack,Indonesia,4.5,0
Nissin,Cup,Japan,3.0,0
Tokyo Noodle,Pack,Japan,3.5,0
Sau Tao,Pack,China,3.75,0
Doll,Cup,Hong Kong,3.5,0
Batchelors,Pack,UK,1.0,0
GaGa,Cup,Indonesia,4.75,0
Eat & Go,Cup,Indonesia,5.0,0
Nan Jie Cun,Tray,China,0.5,0
Ruski,Pack,Thailand,3.5,0
Nissin,Bowl,Hong Kong,3.0,0
A-Sha Dry Noodle,Pack,Taiwan,4.0,0
Batchelors,Pack,UK,3.25,0
Golden Wheat,Pack,China,3.5,0
Nissin,Bowl,Japan,5.0,0
China Best,Pack,Taiwan,1.0,0
Mama,Pack,Thailand,3.5,0
Nissin,Cup,Colombia,3.5,0
GaGa,Pack,Indonesia,3.5,0
Sugakiya Foods,Pack,Japan,3.25,0
A-Sha Dry Noodle,Pack,Taiwan,4.25,0
Men-Sunaoshi,Pack,Japan,3.75,0
Mama,Pack,Thailand,3.75,0
Samyang Foods,Pack,South Korea,5.0,5
Nissin,Cup,Japan,4.5,0
Nissin,Bowl,USA,3.5,0
Sawadee,Pack,Malaysia,2.5,0
Paldo,Bowl,South Korea,4.0,0
Nissin,Cup,Germany,3.75,0
Wu-Mu,Pack,Taiwan,3.75,0
GaGa,Pack,Indonesia,4.0,0
Sanrio,Bowl,Japan,3.75,0
Acecook,Bowl,Japan,5.0,0
Chencun,Cup,China,3.0,0
Nongshim,Cup,South Korea,3.5,0
Nissin,Pack,Colombia,3.75,0
Sainsbury's,Pack,UK,3.25,0
Sapporo Ichiban,Cup,Japan,3.5,0
Paldo,Pack,South Korea,5.0,6
Ko-Lee,Pack,UK,3.75,0
Samyang Foods,Pack,South Korea,4.0,0
Wei Lih,Pack,Taiwan,3.75,0
Myojo,Pack,Japan,4.25,0
Nongshim,Cup,USA,5.0,0
ABC,Pack,Indonesia,4.0,0
Maruchan,Pack,Japan,3.5,0
Healtimie,Pack,Indonesia,4.25,0
Itomen,Pack,Japan,4.0,0
Pop Bihun,Pack,Indonesia,3.5,0
Koyo,Pack,USA,2.75,0
Tiger Tiger,Pack,UK,3.0,0
Acecook,Cup,Japan,3.75,0
Mr. Noodles,Cup,Canada,1.75,0
Nissin,Bowl,Japan,3.25,0
Kabuto Noodles,Cup,UK,3.75,0
Unif,Bowl,Taiwan,5.0,0
Nissin,Tray,USA,3.75,0
Mr. Noodles,Bowl,Canada,2.0,0
Chewy,Pack,China,3.25,0
Nissin,Pack,Japan,4.75,0
GaGa,Pack,Indonesia,3.75,0
Samyang Foods,Pack,South Korea,3.75,0
Peyang,Tray,Japan,5.0,0
Nissin,Bowl,Hong Kong,4.0,0
Golden Wonder,Cup,UK,4.25,0
Vifon,Pack,Vietnam,3.75,0
Komforte Chockolates,Bar,USA,5.0,0
Golden Wheat,Pack,China,3.5,0
Wu-Mu,Pack,Taiwan,4.0,0
Sapporo Ichiban,Pack,Japan,4.0,0
Asian Thai Foods,Pack,Nepal,3.75,0
Asian Thai Foods,Pack,Nepal,3.5,0
Asian Thai Foods,Pack,Nepal,3.5,0
Asian Thai Foods,Pack,Nepal,3.5,0
Asian Thai Foods,Pack,Nepal,3.5,0
Asian Thai Foods,Pack,Nepal,3.5,0
Asian Thai Foods,Pack,Nepal,3.75,0
Asian Thai Foods,Pack,Nepal,3.5,0
Asian Thai Foods,Pack,Nepal,4.25,0
Asian Thai Foods,Pack,Nepal,4.0,0
Asian Thai Foods,Pack,Nepal,3.25,0
Asian Thai Foods,Pack,Nepal,5.0,0
Asian Thai Foods,Pack,Nepal,3.75,0
Tablemark,Pack,Japan,4.75,0
Koka,Pack,Singapore,3.75,0
Nissin,Pack,Japan,5.0,0
Indomie,Pack,Indonesia,4.25,0
Hi-Myon,Pack,South Korea,4.0,0
Kamfen,Pack,Hong Kong,3.75,0
Tesco,Cup,UK,1.5,0
Wei Lih,Pack,Taiwan,3.75,0
Nissin,Cup,USA,3.5,0
Oyatsu,Pack,Japan,3.5,0
Lucky Me!,Pack,Philippines,3.25,0
Campbell's,Cup,Canada,2.75,0
GaGa,Pack,Indonesia,4.0,0
Myojo,Pack,USA,5.0,0
Samyang Foods,Bowl,South Korea,4.25,0
Maruchan,Pack,Japan,4.25,0
Nagao Noodle,Pack,Japan,4.25,0
Sau Tao,Pack,China,3.75,0
ABC,Pack,Indonesia,4.75,0
Ko-Lee,Pack,UK,3.75,0
Mr. Noodles,Bowl,Canada,2.75,0
Thai Pavilion,Tray,USA,4.25,0
Tokyo Noodle,Pack,Japan,5.0,0
Nissin,Tray,USA,3.75,0
Maitri,Pack,Indonesia,4.0,0
Samyang Foods,Cup,South Korea,3.5,0
Mama,Pack,Thailand,3.75,0
Golden Wheat,Pack,China,3.25,0
GS25,Pack,South Korea,4.5,0
La Fonte,Box,Indonesia,4.25,0
Chencun,Cup,China,3.5,0
Nissin,Bowl,Hong Kong,3.5,0
Nissin,Bowl,Japan,4.5,0
Nongshim,Tray,South Korea,5.0,0
Western Family,Pack,Canada,3.5,0
Myojo,Tray,Japan,5.0,0
Batchelors,Pack,UK,3.0,0
Eat & Go,Cup,Indonesia,4.25,0
Baltix,Pack,Estonia,3.75,0
Baltix,Pack,Estonia,3.25,0
Tropicana Slim,Pack,Indonesia,3.75,0
Amianda,Pack,Taiwan,3.75,0
Amianda,Pack,Taiwan,3.5,0
Amianda,Pack,Taiwan,3.25,0
Amianda,Pack,Taiwan,4.25,0
Amianda,Pack,Taiwan,4.5,0
Amianda,Pack,Taiwan,5.0,0
Amianda,Pack,Taiwan,4.0,0
Amianda,Pack,Taiwan,3.25,0
Amianda,Pack,Taiwan,4.25,0
Amianda,Pack,Taiwan,3.75,0
MyKuali,Pack,Malaysia,5.0,1
Sawadee,Pack,UK,3.0,0
Vina Acecook,Pack,Vietnam,3.5,0
Mr. Noodles,Cup,Canada,1.5,0
Nissin,Cup,Japan,4.75,0
Indomie,Pack,Indonesia,4.5,0
Deshome,Pack,Taiwan,3.25,0
Deshome,Pack,Taiwan,3.5,0
Deshome,Pack,Taiwan,5.0,0
Deshome,Pack,Taiwan,3.75,0
Deshome,Pack,Taiwan,5.0,0
Deshome,Pack,Taiwan,3.75,0
Deshome,Pack,Taiwan,5.0,0
Deshome,Pack,Taiwan,4.25,0
Deshome,Pack,Taiwan,3.75,0
Deshome,Pack,Taiwan,4.0,0
Nissin,Pack,Japan,4.0,0
HoMyeonDang,Pack,South Korea,4.0,0
Nissin,Bowl,Japan,5.0,0
Koka,Pack,Singapore,3.75,0
Nissin,Cup,Japan,3.75,0
Tasty Bite,Pack,USA,3.5,0
Tasty Bite,Pack,USA,4.25,0
Tasty Bite,Pack,USA,4.0,0
Tasty Bite,Pack,USA,3.75,0
Tasty Bite,Pack,USA,3.75,0
Tasty Bite,Pack,USA,4.0,0
Star Anise Foods,Pack,USA,3.75,0
Mamee,Pack,Malaysia,3.25,0
A-Sha Dry Noodle,Pack,Taiwan,4.0,0
A-Sha Dry Noodle,Pack,Taiwan,3.5,0
A-Sha Dry Noodle,Pack,Taiwan,5.0,0
A-Sha Dry Noodle,Pack,Taiwan,5.0,0
A-Sha Dry Noodle,Pack,Taiwan,3.75,0
A-Sha Dry Noodle,Pack,Taiwan,4.0,0
A-Sha Dry Noodle,Pack,Taiwan,4.25,0
Maruchan,Pack,Japan,3.75,0
Knorr,Pack,Hong Kong,3.0,0
Mr. Noodles,Bowl,Canada,2.0,0
Ottogi,Cup,South Korea,3.5,0
New Touch,Tray,Japan,4.0,0
Myojo,Pack,USA,4.0,0
Nissin,Tray,USA,3.5,0
Nongshim,Bowl,China,3.25,0
Chewy,Pack,China,3.0,0
Nongshim,Pack,China,5.0,0
Ko-Lee,Pack,UK,4.0,0
Western Family,Pack,Canada,1.0,0
Maruchan,Bowl,USA,4.25,0
Itomen,Pack,Japan,4.25,0
Emart,Pack,South Korea,4.0,0
Golden Wheat,Bowl,China,3.5,0
Wei Lih,Bowl,Taiwan,3.5,0
Western Family,Cup,Canada,2.25,0
Nissin,Cup,Japan,3.75,0
Mama,Pack,Thailand,4.0,0
HoMyeonDang,Pack,South Korea,4.0,0
Samyang Foods,Pack,South Korea,3.75,0
Samyang Foods,Pack,South Korea,5.0,0
Samyang Foods,Pack,South Korea,4.0,0
Samyang Foods,Bowl,South Korea,4.0,0
Samyang Foods,Pack,South Korea,3.75,0
Samyang Foods,Pack,South Korea,3.75,0
HoMyeonDang,Pack,South Korea,3.5,0
Samyang Foods,Pack,South Korea,4.5,0
HoMyeonDang,Pack,South Korea,5.0,0
Samyang Foods,Pack,South Korea,4.25,0
Samyang Foods,Bowl,South Korea,4.75,0
Samyang Foods,Pack,South Korea,4.0,0
Samyang Foods,Pack,South Korea,4.25,0
Samyang Foods,Pack,South Korea,3.75,0
Nissin,Cup,USA,3.5,0
Tradition,Pack,USA,2.75,0
Nissin,Bowl,Japan,4.25,0
Vina Acecook,Pack,Vietnam,3.5,0
Unox,Pack,Holland,3.5,0
Maruchan,Bowl,USA,4.0,0
Golden Wheat,Bowl,China,3.75,0
Western Family,Cup,Canada,2.0,0
Ottogi,Bowl,South Korea,3.5,0
Nissin,Bowl,Hong Kong,4.5,0
Amino,Pack,Poland,4.0,0
Four Seas,Bowl,China,2.75,0
Wai Wai,Pack,Thailand,3.0,0
Nissin,Tray,USA,4.5,0
Mr. Noodles,Bowl,Canada,2.0,0
Paldo,Pack,South Korea,3.5,0
Maruchan,Tray,USA,4.25,0
Pot Noodle,Cup,UK,1.5,0
Nongshim,Cup,South Korea,4.5,0
Sakurai Foods,Pack,Japan,4.25,0
Maruchan,Bowl,USA,4.0,0
Ko-Lee,Pack,UK,3.0,0
Wai Wai,Pack,Thailand,3.25,0
Unox,Pack,Holland,3.5,0
Prima Taste,Pack,Singapore,5.0,1
Prima Taste,Pack,Singapore,5.0,2
Nissin,Tray,USA,2.75,0
GS25,Pack,South Korea,4.0,0
Amino,Pack,Poland,3.25,0
Trident,Pack,Australia,2.75,0
Paldo,Pack,South Korea,4.0,0
Ko-Lee,Cup,UK,1.0,0
Sun Noodle,Tray,USA,5.0,0
Sun Noodle,Tray,USA,3.75,0
Sun Noodle,Tray,USA,5.0,0
S&S,Pack,USA,4.0,0
Sun Noodle,Tray,USA,4.0,0
Sun Noodle,Tray,USA,4.0,0
Sun Noodle,Tray,USA,5.0,0
Sun Noodle,Pack,USA,4.5,0
Nissin,Bowl,Japan,4.0,0
Ottogi,Bowl,South Korea,4.5,0
Pot Noodle,Cup,UK,2.25,0
Annie Chun's,Pack,USA,4.0,0
Springlife,Pack,China,3.0,0
Annie Chun's,Bowl,USA,4.25,0
Annie Chun's,Tray,USA,2.0,0
Annie Chun's,Bowl,USA,4.0,0
Annie Chun's,Tray,USA,3.0,0
Annie Chun's,Bowl,USA,4.5,0
Annie Chun's,Pack,USA,4.0,0
Annie Chun's,Tray,USA,3.75,0
Nissin,Bowl,Japan,5.0,0
Pot Noodle,Cup,UK,3.25,0
Nongshim,Bowl,USA,4.25,0
Trident,Pack,Australia,2.75,0
Nissin,Bowl,USA,3.25,0
Sakurai Foods,Pack,Japan,3.25,0
Sakurai Foods,Bowl,Japan,4.25,0
Sakurai Foods,Pack,Japan,4.25,0
Sakurai Foods,Pack,Japan,5.0,0
Sakurai Foods,Bowl,Japan,4.0,0
Sakurai Foods,Pack,Japan,3.25,0
Sakurai Foods,Pack,Japan,4.75,0
Pot Noodle,Cup,UK,3.5,0
Vifon,Pack,Poland,4.0,0
Ottogi,Cup,South Korea,3.75,0
Ko-Lee,Pack,UK,3.5,0
Trident,Pack,Australia,3.5,0
Maruchan,Tray,USA,4.0,0
Right Foods,Cup,USA,1.75,0
Pot Noodle,Cup,UK,2.75,0
Wai Wai,Pack,Thailand,3.0,0
Amino,Pack,Poland,3.25,0
Kamfen,Pack,China,3.25,0
Ko-Lee,Pack,UK,3.75,0
Wai Wai,Pack,Thailand,3.5,0
Pot Noodle,Cup,UK,3.75,0
Maruchan,Tray,USA,3.75,0
Mama,Pack,Thailand,3.75,0
Yamachan,Pack,USA,5.0,0
Maruchan,Cup,USA,3.5,0
Nongshim,Pack,USA,5.0,4
Paldo,Cup,South Korea,4.5,0
Paldo,Pack,South Korea,5.0,0
Kamfen,Tray,China,3.75,0
Maruchan,Cup,USA,3.5,0
Vina Acecook,Pack,Vietnam,3.75,0
Kamfen,Tray,China,4.0,0
Paldo,Bowl,South Korea,4.75,0
Ibumie,Pack,Malaysia,2.75,0
Emart,Pack,South Korea,3.75,0
Maruchan,Pack,USA,3.75,0
Ibumie,Pack,Malaysia,3.5,0
Sunlee,Bowl,Thailand,1.25,0
Ottogi,Bowl,South Korea,3.5,0
Shirakiku,Pack,USA,3.0,0
Maruchan,Pack,USA,3.5,0
Nongshim,Cup,South Korea,4.5,0
Vina Acecook,Pack,Vietnam,3.25,0
Goku Uma,Bowl,Japan,4.25,0
Wai Wai,Pack,Thailand,3.5,0
Nissin,Pack,Japan,4.0,0
Nongshim,Cup,South Korea,4.25,0
Maruchan,Cup,USA,3.75,0
Nissin,Pack,USA,3.75,0
Paldo,Bowl,South Korea,4.25,0
Indomie,Pack,Indonesia,4.25,0
Sapporo Ichiban,Cup,USA,3.5,0
Nongshim,Cup,South Korea,4.0,0
Daddy,Pack,Malaysia,5.0,0
Tradition,Cup,USA,3.25,0
Myojo,Tray,Japan,4.75,0
Han's South Korea,Tray,South Korea,3.5,0
Sunlee,Bowl,Thailand,3.25,0
Sarimi,Pack,Indonesia,3.5,0
Maruchan,Cup,USA,3.5,0
FMF,Pack,Fiji,4.25,0
Long Kow,Cup,China,1.5,0
FMF,Pack,Fiji,4.0,0
Vina Acecook,Pack,Vietnam,3.5,0
SuperMi,Pack,Indonesia,5.0,0
Han's South Korea,Tray,South Korea,3.0,0
Paldo,Bowl,South Korea,3.25,0
ABC,Pack,Indonesia,4.5,0
Vina Acecook,Pack,Vietnam,2.75,0
Unif / Tung-I,Pack,Vietnam,3.5,0
Yamachan,Pack,USA,4.0,0
Yamachan,Pack,USA,4.25,0
Yamachan,Pack,USA,4.0,0
Yamachan,Pack,USA,4.75,0
Yamachan,Pack,USA,5.0,0
Yamachan,Pack,USA,4.0,0
Yamachan,Pack,USA,4.5,0
SuperMi,Pack,Indonesia,5.0,0
Han's South Korea,Tray,South Korea,3.25,0
Golden Wheat,Cup,China,2.75,0
Song Hak,Bowl,South Korea,5.0,0
Nissin,Pack,USA,3.75,0
Nongshim,Bowl,USA,4.25,0
Sarimi,Pack,Indonesia,3.25,0
Sunlee,Bowl,Thailand,2.5,0
Fuji Mengyo,Bowl,Japan,3.5,0
Vifon,Pack,Vietnam,3.5,0
Nongshim,Bowl,USA,5.0,0
Dragonfly,Pack,China,4.0,0
SuperMi,Pack,Indonesia,3.75,0
Vina Acecook,Pack,Vietnam,3.25,0
CJ CheilJedang,Bowl,South Korea,3.75,0
Indomie,Pack,Indonesia,4.0,0
Master Kong,Pack,China,4.0,0
Little Cook,Cup,Thailand,3.0,0
Unif / Tung-I,Pack,Taiwan,3.5,0
Indomie,Pack,Indonesia,5.0,0
Nissin,Pack,USA,4.25,0
Vina Acecook,Pack,Vietnam,3.25,0
Baijia,Pack,China,2.75,0
Tradition,Cup,USA,3.75,0
Indomie,Pack,Indonesia,4.5,0
Sempio,Bowl,South Korea,4.25,0
Little Cook,Bowl,Thailand,4.75,0
Vina Acecook,Bowl,Vietnam,4.25,0
Long Kow,Bowl,China,3.5,0
Dongwon,Bowl,South Korea,4.5,0
SuperMi,Pack,Indonesia,4.0,0
Dragonfly,Bowl,China,3.5,0
Nissin,Pack,USA,4.0,0
Nissin,Pack,USA,3.5,0
Golden Wheat,Cup,China,3.5,0
Itomen,Bowl,Japan,3.25,0
Vifon,Pack,Vietnam,3.75,0
Nongshim,Pack,South Korea,4.25,0
Maggi,Pack,Malaysia,4.0,0
Nissin,Pack,USA,3.5,0
JML,Bowl,China,3.75,0
Nongshim,Pack,South Korea,4.0,0
Chewy,Tray,China,3.75,0
CJ CheilJedang,Cup,South Korea,2.0,0
Sarimi,Pack,Indonesia,4.0,0
Nissin,Pack,USA,4.5,0
Binh Tay,Pack,Vietnam,3.5,0
Mr. Noodles,Pack,Canada,2.5,0
Indomie,Pack,Indonesia,3.75,0
Wai Wai,Pack,Thailand,3.5,0
Dragonfly,Pack,China,3.75,0
Vifon,Pack,Vietnam,3.25,0
Seven-Eleven,Cup,Japan,4.5,0
Paldo,Bowl,South Korea,4.75,0
Paldo,Pack,South Korea,3.5,0
Paldo,Pack,South Korea,4.75,0
Paldo,Pack,South Korea,5.0,0
Paldo,Cup,Japan,3.25,0
Paldo,Pack,South Korea,5.0,0
Paldo,Pack,South Korea,5.0,9
Paldo,Bowl,South Korea,3.5,0
Master Kong,Pack,China,5.0,0
Sunlee,Bowl,Thailand,3.75,0
Maruchan,Pack,Japan,4.0,0
SuperMi,Pack,Indonesia,4.0,0
Souper,Bowl,Taiwan,3.75,0
Vina Acecook,Pack,Vietnam,3.75,0
Chencun,Cup,China,3.25,0
Indomie,Pack,Indonesia,3.5,0
Mr. Noodles,Pack,Canada,2.0,0
Master Kong,Pack,China,3.75,0
Mr. Noodles,Pack,Canada,1.75,0
ABC,Pack,Indonesia,4.25,0
Nongshim,Pack,South Korea,4.0,0
Kim's Bowl,Bowl,Thailand,3.5,0
SuperMi,Pack,Indonesia,4.0,0
Ohsung,Bowl,South Korea,3.5,0
Acecook,Bowl,Japan,1.25,0
Little Cook,Cup,Thailand,1.75,0
Master Kong,Bowl,China,4.0,0
Sarimi,Pack,Indonesia,4.5,0
Gau Do,Pack,Vietnam,3.75,0
Mr. Noodles,Pack,Canada,3.0,0
Nongshim,Bowl,USA,4.25,0
Golden Wheat,Cup,China,3.0,0
Golden Mie,Pack,Dubai,3.75,0
Vina Acecook,Pack,Vietnam,3.0,0
Master Kong,Tray,China,2.75,0
Sarimi,Pack,Indonesia,4.75,0
Mr. Noodles,Pack,Canada,1.75,0
Nongshim,Bowl,USA,4.5,0
Acecook,Bowl,Japan,1.0,0
GreeNoodle,Pack,Thailand,1.5,0
SuperMi,Pack,Indonesia,4.0,0
Uni-President,Pack,Taiwan,4.75,0
Emart,Pack,South Korea,5.0,0
Mr. Noodles,Pack,Canada,3.0,0
Sarimi,Pack,Indonesia,3.5,0
Hankow,Tray,China,3.25,0
Nissin,Cup,USA,3.0,0
Nongshim,Bowl,USA,3.25,0
Vina Acecook,Pack,Vietnam,3.0,0
Ottogi,Pack,South Korea,3.5,0
Indomie,Pack,Indonesia,3.75,0
Mamee,Cup,Malaysia,2.5,0
Mr. Noodles,Pack,Canada,2.75,0
Sarimi,Pack,Indonesia,3.75,0
JML,Bowl,China,3.0,0
Indomie,Pack,Indonesia,2.25,0
Little Cook,Bowl,Thailand,3.5,0
Nongshim,Pack,USA,3.5,0
Mi Sedaap,Pack,Indonesia,4.0,0
Kailo,Pack,Hong Kong,3.5,0
Nissin,Cup,USA,3.25,0
Fashion Foods,Bowl,Thailand,0.25,0
Fashion Foods,Bowl,Thailand,1.75,0
Fashion Foods,Bowl,Thailand,3.75,0
Super Bihun,Pack,Indonesia,4.5,0
Sempio,Bowl,South Korea,3.5,0
Maggi,Pack,India,3.25,0
Long Kow,Pack,Taiwan,1.5,0
Thai Kitchen,Pack,USA,3.5,0
Nissin,Cup,USA,3.25,0
Nongshim,Bowl,USA,3.75,0
JML,Bowl,China,3.25,0
Indomie,Pack,Indonesia,4.25,0
Daikoku,Bowl,Japan,3.75,0
Nongshim,Bowl,South Korea,4.25,0
Nongshim,Pack,USA,3.75,0
Nongshim,Pack,South Korea,4.25,0
Nongshim,Bowl,USA,3.5,0
Nongshim,Cup,South Korea,5.0,0
Nongshim,Bowl,USA,3.75,0
Sapporo Ichiban,Pack,USA,5.0,0
Hosoonyi,Bowl,USA,3.75,0
Nissin,Pack,USA,3.5,0
JML,Bowl,China,1.25,0
Nongshim,Pack,South Korea,5.0,0
Payless,Pack,Philippines,3.25,0
Mamee,Cup,Malaysia,3.75,0
Golden Mie,Pack,Dubai,3.25,0
Wei Lih,Pack,Taiwan,2.75,0
Indomie,Pack,Indonesia,5.0,0
JML,Bowl,China,3.5,0
Nissin,Bowl,Japan,3.75,0
Gau Do,Pack,Vietnam,2.5,0
Maruchan,Tray,USA,3.25,0
Ottogi,Bowl,South Korea,2.75,0
Indomie,Pack,Indonesia,5.0,0
Indomie,Pack,Indonesia,4.5,0
Indomie,Pack,Indonesia,4.25,0
Indomie,Pack,Indonesia,3.25,0
Indomie,Pack,Indonesia,5.0,0
Indomie,Pack,Indonesia,5.0,0
Indomie,Pack,Indonesia,5.0,0
Indomie,Pack,Indonesia,4.0,0
Indomie,Pack,Indonesia,4.0,0
Indomie,Cup,Indonesia,5.0,0
Indomie,Pack,Indonesia,3.5,0
Indomie,Pack,Indonesia,5.0,0
Yamamoto,Bowl,Japan,3.5,0
Nongshim,Bowl,USA,4.0,0
Golden Mie,Pack,Dubai,3.75,0
Nissin,Pack,USA,3.25,0
Ottogi,Pack,South Korea,3.75,0
Nissin,Bowl,USA,3.25,0
Vifon,Bowl,Vietnam,3.75,0
Indomie,Pack,Indonesia,5.0,3
Pulmuone,Pack,South Korea,3.75,0
Nissin,Pack,USA,4.0,0
Four Seas,Bowl,Hong Kong,3.25,0
Nongshim,Pack,South Korea,4.25,0
Saigon Ve Wong,Bowl,Vietnam,2.75,0
Nissin,Tray,USA,3.25,0
Wu Mu,Pack,Taiwan,2.75,0
Mee Jang,Bowl,Thailand,3.25,0
Unif,Bowl,Taiwan,4.25,0
Golden Wheat,Cup,China,3.5,0
Nissin,Tray,USA,4.0,0
Nissin,Pack,USA,3.5,0
Nissin,Pack,Japan,4.5,0
Nissin,Cup,USA,4.0,0
Nissin,Pack,Japan,5.0,0
Nissin,Cup,USA,3.5,0
Nissin,Tray,USA,4.0,0
Nissin,Pack,USA,3.25,0
Nissin,Cup,USA,3.5,0
JFC,Bowl,Japan,4.5,0
Vina Acecook,Pack,Vietnam,3.5,0
Chewy,Tray,China,2.25,0
Samyang,Pack,South Korea,3.75,0
Mamee,Cup,Malaysia,2.0,0
Maruchan,Tray,USA,3.75,0
Mee Jang,Bowl,Thailand,2.5,0
Ohsung,Pack,South Korea,3.75,0
Nissin,Cup,Hong Kong,3.75,0
Mi Sedaap,Pack,Indonesia,4.5,0
Indomie,Pack,Indonesia,2.75,0
Dragonfly,Pack,China,3.75,0
Nongshim,Pack,South Korea,4.75,0
Indomie,Cup,Indonesia,4.25,0
Nongshim,Pack,South Korea,3.75,0
Vina Acecook,Pack,Vietnam,2.75,0
Mamee,Cup,Malaysia,3.25,0
Wang,Bowl,South Korea,4.0,0
Nongshim,Pack,China,4.5,0
Indomie,Pack,Indonesia,4.75,0
Samyang,Pack,South Korea,4.75,0
Paldo,Pack,South Korea,5.0,0
Ohsung,Pack,South Korea,3.25,0
Mug Shot,Pack,UK,3.0,0
Mug Shot,Pack,UK,3.0,0
Saigon Ve Wong,Bowl,Vietnam,3.5,0
Nissin,Bowl,Japan,4.0,0
Saigon Ve Wong,Bowl,Vietnam,2.0,0
Nissin,Bowl,USA,3.0,0
Lishan,Pack,Taiwan,1.5,0
Mama,Pack,Thailand,3.25,0
Thai Kitchen,Pack,USA,2.75,0
Paldo,Pack,South Korea,4.0,0
Daikoku,Bowl,Japan,4.25,0
Yamamoto,Bowl,Japan,4.25,0
Lucky Me!,Pack,Philippines,3.75,0
Nissin,Bowl,USA,3.0,0
Paldo,Cup,South Korea,3.5,0
Dragonfly,Pack,China,3.75,0
Nissin,Bowl,USA,3.75,0
Cap Atoom Bulan,Pack,Indonesia,3.0,0
Mee Jang,Bowl,Thailand,3.25,0
Dragonfly,Pack,China,4.0,0
Sapporo Ichiban,Pack,Japan,5.0,0
Mi Sedaap,Pack,Indonesia,4.0,0
Dragonfly,Pack,China,4.0,0
Pot Noodle,Cup,UK,3.75,0
Nongshim,Pack,South Korea,3.75,0
Sunlee,Bowl,Thailand,3.5,0
Yamamoto,Bowl,Japan,4.25,0
Nongshim,Cup,South Korea,3.75,0
Sura,Bowl,South Korea,3.75,0
Wei Chuan,Pack,Taiwan,3.25,0
Little Cook,Cup,Thailand,2.75,0
Vina Acecook,Pack,Vietnam,3.0,0
Master Kong,Pack,China,4.25,0
Nissin,Bowl,Japan,5.0,0
GreeNoodle,Pack,Thailand,3.0,0
Snapdragon,Cup,Singapore,2.5,0
Yamamori,Pack,Japan,4.75,0
Ottogi,Pack,South Korea,1.1,0
Baijia,Bowl,China,0.5,0
Mr. Udon,Pack,South Korea,3.5,0
Mr. Udon,Pack,South Korea,2.75,0
Fashion Foods,Bowl,Thailand,1.25,0
Ve Wong,Bowl,Taiwan,1.25,0
Master Kong,Pack,China,4.25,0
Lucky Me!,Bowl,Philippines,3.5,0
Omachi,Pack,Vietnam,3.75,0
Ottogi,Bowl,South Korea,3.5,0
Pot Noodle,Cup,UK,4.0,0
Master Kong,Pack,China,3.75,0
Wei Wei,Pack,Taiwan,3.25,0
Daikoku,Bowl,Japan,4.75,0
Ottogi,Bowl,South Korea,3.5,0
Vifon,Pack,Vietnam,1.25,0
Yamamoto,Bowl,Japan,4.75,0
Pulmuone,Pack,South Korea,2.75,0
Nissin,Pack,Japan,3.75,0
Maggi,Pack,India,2.0,0
Yamamori,Pack,Japan,4.5,0
Fuku,Pack,Hong Kong,2.5,0
Saigon Ve Wong,Bowl,Vietnam,3.0,0
Maruchan,Tray,USA,1.75,0
Batchelors,Pack,UK,2.0,0
Wei Wei,Pack,Taiwan,3.25,0
Wei Wei,Pack,Taiwan,3.75,0
Koka,Pack,Singapore,5.0,10
Pot Noodle,Cup,UK,1.5,0
Six Fortune,Pack,South Korea,4.0,0
Little Cook,Cup,Thailand,3.5,0
Batchelors,Pack,UK,2.0,0
Wei Lih,Pack,Taiwan,3.75,0
Nongshim,Cup,South Korea,3.5,0
Wei Chuan,Pack,Taiwan,4.0,0
Maruchan,Pack,USA,3.25,0
Lucky Me!,Pack,Philippines,4.0,0
Little Cook,Cup,Thailand,3.25,0
Batchelors,Pack,UK,3.5,0
Thai Kitchen,Pack,USA,1.5,0
Thai Kitchen,Pack,USA,3.75,0
Haioreum,Bowl,South Korea,3.5,0
Nongshim,Pack,South Korea,4.0,0
Batchelors,Pack,UK,3.25,0
