Brand,Style,Country,Stars
Tokyo Noodle,Pack,Japan,5.0
Nissin,Tray,USA,3.75
Maitri,Pack,Indonesia,4.0
Samyang Foods,Cup,South Korea,3.5
Mama,Pack,Thailand,3.75
Golden Wheat,Pack,China,3.25
GS25,Pack,South Korea,4.5
La Fonte,Box,Indonesia,4.25
Chencun,Cup,China,3.5
Nissin,Bowl,Hong Kong,3.5
Nissin,Bowl,Japan,4.5
Nongshim,Tray,South Korea,5.0
Western Family,Pack,Canada,3.5
Myojo,Tray,Japan,5.0
Batchelors,Pack,UK,3.0
Eat & Go,Cup,Indonesia,4.25
Baltix,Pack,Estonia,3.75
Baltix,Pack,Estonia,3.25
Tropicana Slim,Pack,Indonesia,3.75
Amianda,Pack,Taiwan,3.75
Amianda,Pack,Taiwan,3.5
Amianda,Pack,Taiwan,3.25
Amianda,Pack,Taiwan,4.25
Amianda,Pack,Taiwan,4.5
Amianda,Pack,Taiwan,5.0
Amianda,Pack,Taiwan,4.0
Amianda,Pack,Taiwan,3.25
Amianda,Pack,Taiwan,4.25
Amianda,Pack,Taiwan,3.75
MyKuali,Pack,Malaysia,5.0
Sawadee,Pack,UK,3.0
Vina Acecook,Pack,Vietnam,3.5
Mr. Noodles,Cup,Canada,1.5
Nissin,Cup,Japan,4.75
Indomie,Pack,Indonesia,4.5
Deshome,Pack,Taiwan,3.25
Deshome,Pack,Taiwan,3.5
Deshome,Pack,Taiwan,5.0
Deshome,Pack,Taiwan,3.75
Deshome,Pack,Taiwan,5.0
Deshome,Pack,Taiwan,3.75
Deshome,Pack,Taiwan,5.0
Deshome,Pack,Taiwan,4.25
Deshome,Pack,Taiwan,3.75
Deshome,Pack,Taiwan,4.0
Nissin,Pack,Japan,4.0
HoMyeonDang,Pack,South Korea,4.0
Nissin,Bowl,Japan,5.0
Koka,Pack,Singapore,3.75
Nissin,Cup,Japan,3.75
Tasty Bite,Pack,USA,3.5
Tasty Bite,Pack,USA,4.25
Tasty Bite,Pack,USA,4.0
Tasty Bite,Pack,USA,3.75
Tasty Bite,Pack,USA,3.75
Tasty Bite,Pack,USA,4.0
Star Anise Foods,Pack,USA,3.75
Mamee,Pack,Malaysia,3.25
A-Sha Dry Noodle,Pack,Taiwan,4.0
A-Sha Dry Noodle,Pack,Taiwan,3.5
A-Sha Dry Noodle,Pack,Taiwan,5.0
A-Sha Dry Noodle,Pack,Taiwan,5.0
A-Sha Dry Noodle,Pack,Taiwan,3.75
A-Sha Dry Noodle,Pack,Taiwan,4.0
A-Sha Dry Noodle,Pack,Taiwan,4.25
Maruchan,Pack,Japan,3.75
Knorr,Pack,Hong Kong,3.0
Mr. Noodles,Bowl,Canada,2.0
Ottogi,Cup,South Korea,3.5
New Touch,Tray,Japan,4.0
Myojo,Pack,USA,4.0
Nissin,Tray,USA,3.5
Nongshim,Bowl,China,3.25
Chewy,Pack,China,3.0
Nongshim,Pack,China,5.0
Ko-Lee,Pack,UK,4.0
Western Family,Pack,Canada,1.0
Maruchan,Bowl,USA,4.25
Itomen,Pack,Japan,4.25
Emart,Pack,South Korea,4.0
Golden Wheat,Bowl,China,3.5
Wei Lih,Bowl,Taiwan,3.5
Western Family,Cup,Canada,2.25
Nissin,Cup,Japan,3.75
Mama,Pack,Thailand,4.0
HoMyeonDang,Pack,South Korea,4.0
Samyang Foods,Pack,South Korea,3.75
Samyang Foods,Pack,South Korea,5.0
Samyang Foods,Pack,South Korea,4.0
Samyang Foods,Bowl,South Korea,4.0
Samyang Foods,Pack,South Korea,3.75
Samyang Foods,Pack,South Korea,3.75
HoMyeonDang,Pack,South Korea,3.5
Samyang Foods,Pack,South Korea,4.5
HoMyeonDang,Pack,South Korea,5.0
Samyang Foods,Pack,South Korea,4.25
Samyang Foods,Bowl,South Korea,4.75
Samyang Foods,Pack,South Korea,4.0
Samyang Foods,Pack,South Korea,4.25
Samyang Foods,Pack,South Korea,3.75
Nissin,Cup,USA,3.5
Tradition,Pack,USA,2.75
Nissin,Bowl,Japan,4.25
Vina Acecook,Pack,Vietnam,3.5
Unox,Pack,Holland,3.5
Maruchan,Bowl,USA,4.0
Golden Wheat,Bowl,China,3.75
Western Family,Cup,Canada,2.0
Ottogi,Bowl,South Korea,3.5
Nissin,Bowl,Hong Kong,4.5
Amino,Pack,Poland,4.0
Four Seas,Bowl,China,2.75
Wai Wai,Pack,Thailand,3.0
Nissin,Tray,USA,4.5
Mr. Noodles,Bowl,Canada,2.0
Paldo,Pack,South Korea,3.5
Maruchan,Tray,USA,4.25
Pot Noodle,Cup,UK,1.5
Nongshim,Cup,South Korea,4.5
Sakurai Foods,Pack,Japan,4.25
Maruchan,Bowl,USA,4.0
Ko-Lee,Pack,UK,3.0
Wai Wai,Pack,Thailand,3.25
Unox,Pack,Holland,3.5
Prima Taste,Pack,Singapore,5.0
Prima Taste,Pack,Singapore,5.0
Nissin,Tray,USA,2.75
GS25,Pack,South Korea,4.0
Amino,Pack,Poland,3.25
Trident,Pack,Australia,2.75
Paldo,Pack,South Korea,4.0
Ko-Lee,Cup,UK,1.0
Sun Noodle,Tray,USA,5.0
Sun Noodle,Tray,USA,3.75
Sun Noodle,Tray,USA,5.0
S&S,Pack,USA,4.0
Sun Noodle,Tray,USA,4.0
Sun Noodle,Tray,USA,4.0
Sun Noodle,Tray,USA,5.0
Sun Noodle,Pack,USA,4.5
Nissin,Bowl,Japan,4.0
Ottogi,Bowl,South Korea,4.5
Pot Noodle,Cup,UK,2.25
Annie Chun's,Pack,USA,4.0
Springlife,Pack,China,3.0
Annie Chun's,Bowl,USA,4.25
Annie Chun's,Tray,USA,2.0
Annie Chun's,Bowl,USA,4.0
Annie Chun's,Tray,USA,3.0
Annie Chun's,Bowl,USA,4.5
Annie Chun's,Pack,USA,4.0
Annie Chun's,Tray,USA,3.75
Nissin,Bowl,Japan,5.0
Pot Noodle,Cup,UK,3.25
Nongshim,Bowl,USA,4.25
Trident,Pack,Australia,2.75
Nissin,Bowl,USA,3.25
Sakurai Foods,Pack,Japan,3.25
Sakurai Foods,Bowl,Japan,4.25
Sakurai Foods,Pack,Japan,4.25
Sakurai Foods,Pack,Japan,5.0
Sakurai Foods,Bowl,Japan,4.0
Sakurai Foods,Pack,Japan,3.25
Sakurai Foods,Pack,Japan,4.75
Pot Noodle,Cup,UK,3.5
Vifon,Pack,Poland,4.0
Ottogi,Cup,South Korea,3.75
Ko-Lee,Pack,UK,3.5
Trident,Pack,Australia,3.5
Maruchan,Tray,USA,4.0
Right Foods,Cup,USA,1.75
Pot Noodle,Cup,UK,2.75
Wai Wai,Pack,Thailand,3.0
Amino,Pack,Poland,3.25
Kamfen,Pack,China,3.25
Ko-Lee,Pack,UK,3.75
Wai Wai,Pack,Thailand,3.5
Pot Noodle,Cup,UK,3.75
Maruchan,Tray,USA,3.75
Mama,Pack,Thailand,3.75
Yamachan,Pack,USA,5.0
Maruchan,Cup,USA,3.5
Nongshim,Pack,USA,5.0
Paldo,Cup,South Korea,4.5
Paldo,Pack,South Korea,5.0
Kamfen,Tray,China,3.75
Maruchan,Cup,USA,3.5
Vina Acecook,Pack,Vietnam,3.75
Kamfen,Tray,China,4.0
Paldo,Bowl,South Korea,4.75
Ibumie,Pack,Malaysia,2.75
Emart,Pack,South Korea,3.75
Maruchan,Pack,USA,3.75
Ibumie,Pack,Malaysia,3.5
Sunlee,Bowl,Thailand,1.25
Ottogi,Bowl,South Korea,3.5
Shirakiku,Pack,USA,3.0
Maruchan,Pack,USA,3.5
Nongshim,Cup,South Korea,4.5
Vina Acecook,Pack,Vietnam,3.25
Goku Uma,Bowl,Japan,4.25
Wai Wai,Pack,Thailand,3.5
Nissin,Pack,Japan,4.0
Nongshim,Cup,South Korea,4.25
Maruchan,Cup,USA,3.75
Nissin,Pack,USA,3.75
Paldo,Bowl,South Korea,4.25
Indomie,Pack,Indonesia,4.25
Sapporo Ichiban,Cup,USA,3.5
Nongshim,Cup,South Korea,4.0
Daddy,Pack,Malaysia,5.0
Tradition,Cup,USA,3.25
Myojo,Tray,Japan,4.75
Han's South Korea,Tray,South Korea,3.5
Sunlee,Bowl,Thailand,3.25
Sarimi,Pack,Indonesia,3.5
Maruchan,Cup,USA,3.5
FMF,Pack,Fiji,4.25
Long Kow,Cup,China,1.5
FMF,Pack,Fiji,4.0
Vina Acecook,Pack,Vietnam,3.5
SuperMi,Pack,Indonesia,5.0
Han's South Korea,Tray,South Korea,3.0
Paldo,Bowl,South Korea,3.25
ABC,Pack,Indonesia,4.5
Vina Acecook,Pack,Vietnam,2.75
Unif / Tung-I,Pack,Vietnam,3.5
Yamachan,Pack,USA,4.0
Yamachan,Pack,USA,4.25
Yamachan,Pack,USA,4.0
Yamachan,Pack,USA,4.75
Yamachan,Pack,USA,5.0
Yamachan,Pack,USA,4.0
Yamachan,Pack,USA,4.5
SuperMi,Pack,Indonesia,5.0
Han's South Korea,Tray,South Korea,3.25
Golden Wheat,Cup,China,2.75
Song Hak,Bowl,South Korea,5.0
Nissin,Pack,USA,3.75
Nongshim,Bowl,USA,4.25
Sarimi,Pack,Indonesia,3.25
Sunlee,Bowl,Thailand,2.5
Fuji Mengyo,Bowl,Japan,3.5
Vifon,Pack,Vietnam,3.5
Nongshim,Bowl,USA,5.0
Dragonfly,Pack,China,4.0
SuperMi,Pack,Indonesia,3.75
Vina Acecook,Pack,Vietnam,3.25
CJ CheilJedang,Bowl,South Korea,3.75
Indomie,Pack,Indonesia,4.0
Master Kong,Pack,China,4.0
Little Cook,Cup,Thailand,3.0
Unif / Tung-I,Pack,Taiwan,3.5
Indomie,Pack,Indonesia,5.0
Nissin,Pack,USA,4.25
Vina Acecook,Pack,Vietnam,3.25
Baijia,Pack,China,2.75
Tradition,Cup,USA,3.75
Indomie,Pack,Indonesia,4.5
Sempio,Bowl,South Korea,4.25
Little Cook,Bowl,Thailand,4.75
Vina Acecook,Bowl,Vietnam,4.25
Long Kow,Bowl,China,3.5
Dongwon,Bowl,South Korea,4.5
SuperMi,Pack,Indonesia,4.0
Dragonfly,Bowl,China,3.5
Nissin,Pack,USA,4.0
Nissin,Pack,USA,3.5
Golden Wheat,Cup,China,3.5
Itomen,Bowl,Japan,3.25
Vifon,Pack,Vietnam,3.75
Nongshim,Pack,South Korea,4.25
Maggi,Pack,Malaysia,4.0
Nissin,Pack,USA,3.5
JML,Bowl,China,3.75
Nongshim,Pack,South Korea,4.0
Chewy,Tray,China,3.75
CJ CheilJedang,Cup,South Korea,2.0
Sarimi,Pack,Indonesia,4.0
Nissin,Pack,USA,4.5
Binh Tay,Pack,Vietnam,3.5
Mr. Noodles,Pack,Canada,2.5
Indomie,Pack,Indonesia,3.75
Wai Wai,Pack,Thailand,3.5
Dragonfly,Pack,China,3.75
Vifon,Pack,Vietnam,3.25
Seven-Eleven,Cup,Japan,4.5
Paldo,Bowl,South Korea,4.75
Paldo,Pack,South Korea,3.5
Paldo,Pack,South Korea,4.75
Paldo,Pack,South Korea,5.0
Paldo,Cup,Japan,3.25
Paldo,Pack,South Korea,5.0
Paldo,Pack,South Korea,5.0
Paldo,Bowl,South Korea,3.5
Master Kong,Pack,China,5.0
Sunlee,Bowl,Thailand,3.75
Maruchan,Pack,Japan,4.0
SuperMi,Pack,Indonesia,4.0
Souper,Bowl,Taiwan,3.75
Vina Acecook,Pack,Vietnam,3.75
Chencun,Cup,China,3.25
Indomie,Pack,Indonesia,3.5
Mr. Noodles,Pack,Canada,2.0
Master Kong,Pack,China,3.75
Mr. Noodles,Pack,Canada,1.75
ABC,Pack,Indonesia,4.25
Nongshim,Pack,South Korea,4.0
Kim's Bowl,Bowl,Thailand,3.5
SuperMi,Pack,Indonesia,4.0
Ohsung,Bowl,South Korea,3.5
Acecook,Bowl,Japan,1.25
Little Cook,Cup,Thailand,1.75
Master Kong,Bowl,China,4.0
Sarimi,Pack,Indonesia,4.5
Gau Do,Pack,Vietnam,3.75
Mr. Noodles,Pack,Canada,3.0
Nongshim,Bowl,USA,4.25
Golden Wheat,Cup,China,3.0
Golden Mie,Pack,Dubai,3.75
Vina Acecook,Pack,Vietnam,3.0
Master Kong,Tray,China,2.75
Sarimi,Pack,Indonesia,4.75
Mr. Noodles,Pack,Canada,1.75
Nongshim,Bowl,USA,4.5
Acecook,Bowl,Japan,1.0
GreeNoodle,Pack,Thailand,1.5
SuperMi,Pack,Indonesia,4.0
Uni-President,Pack,Taiwan,4.75
Emart,Pack,South Korea,5.0
Mr. Noodles,Pack,Canada,3.0
Sarimi,Pack,Indonesia,3.5
Hankow,Tray,China,3.25
Nissin,Cup,USA,3.0
Nongshim,Bowl,USA,3.25
Vina Acecook,Pack,Vietnam,3.0
Ottogi,Pack,South Korea,3.5
Indomie,Pack,Indonesia,3.75
Mamee,Cup,Malaysia,2.5
Mr. Noodles,Pack,Canada,2.75
Sarimi,Pack,Indonesia,3.75
JML,Bowl,China,3.0
Indomie,Pack,Indonesia,2.25
Little Cook,Bowl,Thailand,3.5
Nongshim,Pack,USA,3.5
Mi Sedaap,Pack,Indonesia,4.0
Kailo,Pack,Hong Kong,3.5
Nissin,Cup,USA,3.25
Fashion Foods,Bowl,Thailand,0.25
Fashion Foods,Bowl,Thailand,1.75
Fashion Foods,Bowl,Thailand,3.75
Super Bihun,Pack,Indonesia,4.5
Sempio,Bowl,South Korea,3.5
Maggi,Pack,India,3.25
Long Kow,Pack,Taiwan,1.5
Thai Kitchen,Pack,USA,3.5
Nissin,Cup,USA,3.25
Nongshim,Bowl,USA,3.75
JML,Bowl,China,3.25
Indomie,Pack,Indonesia,4.25
Daikoku,Bowl,Japan,3.75
Nongshim,Bowl,South Korea,4.25
Nongshim,Pack,USA,3.75
Nongshim,Pack,South Korea,4.25
Nongshim,Bowl,USA,3.5
Nongshim,Cup,South Korea,5.0
Nongshim,Bowl,USA,3.75
Sapporo Ichiban,Pack,USA,5.0
Hosoonyi,Bowl,USA,3.75
Nissin,Pack,USA,3.5
JML,Bowl,China,1.25
Nongshim,Pack,South Korea,5.0
Payless,Pack,Philippines,3.25
Mamee,Cup,Malaysia,3.75
Golden Mie,Pack,Dubai,3.25
Wei Lih,Pack,Taiwan,2.75
Indomie,Pack,Indonesia,5.0
JML,Bowl,China,3.5
Nissin,Bowl,Japan,3.75
Gau Do,Pack,Vietnam,2.5
Maruchan,Tray,USA,3.25
Ottogi,Bowl,South Korea,2.75
Indomie,Pack,Indonesia,5.0
Indomie,Pack,Indonesia,4.5
Indomie,Pack,Indonesia,4.25
Indomie,Pack,Indonesia,3.25
Indomie,Pack,Indonesia,5.0
Indomie,Pack,Indonesia,5.0
Indomie,Pack,Indonesia,5.0
Indomie,Pack,Indonesia,4.0
Indomie,Pack,Indonesia,4.0
Indomie,Cup,Indonesia,5.0
Indomie,Pack,Indonesia,3.5
Indomie,Pack,Indonesia,5.0
Yamamoto,Bowl,Japan,3.5
Nongshim,Bowl,USA,4.0
Golden Mie,Pack,Dubai,3.75
Nissin,Pack,USA,3.25
Ottogi,Pack,South Korea,3.75
Nissin,Bowl,USA,3.25
Vifon,Bowl,Vietnam,3.75
Indomie,Pack,Indonesia,5.0
Pulmuone,Pack,South Korea,3.75
Nissin,Pack,USA,4.0
Four Seas,Bowl,Hong Kong,3.25
Nongshim,Pack,South Korea,4.25
Saigon Ve Wong,Bowl,Vietnam,2.75
Nissin,Tray,USA,3.25
Wu Mu,Pack,Taiwan,2.75
Mee Jang,Bowl,Thailand,3.25
Unif,Bowl,Taiwan,4.25
Golden Wheat,Cup,China,3.5
Nissin,Tray,USA,4.0
Nissin,Pack,USA,3.5
Nissin,Pack,Japan,4.5
Nissin,Cup,USA,4.0
Nissin,Pack,Japan,5.0
Nissin,Cup,USA,3.5
Nissin,Tray,USA,4.0
Nissin,Pack,USA,3.25
Nissin,Cup,USA,3.5
JFC,Bowl,Japan,4.5
Vina Acecook,Pack,Vietnam,3.5
Chewy,Tray,China,2.25
Samyang,Pack,South Korea,3.75
Mamee,Cup,Malaysia,2.0
Maruchan,Tray,USA,3.75
Mee Jang,Bowl,Thailand,2.5
Ohsung,Pack,South Korea,3.75
Nissin,Cup,Hong Kong,3.75
Mi Sedaap,Pack,Indonesia,4.5
Indomie,Pack,Indonesia,2.75
Dragonfly,Pack,China,3.75
Nongshim,Pack,South Korea,4.75
Indomie,Cup,Indonesia,4.25
Nongshim,Pack,South Korea,3.75
Vina Acecook,Pack,Vietnam,2.75
Mamee,Cup,Malaysia,3.25
Wang,Bowl,South Korea,4.0
Nongshim,Pack,China,4.5
Indomie,Pack,Indonesia,4.75
Samyang,Pack,South Korea,4.75
Paldo,Pack,South Korea,5.0
Ohsung,Pack,South Korea,3.25
Mug Shot,Pack,UK,3.0
Mug Shot,Pack,UK,3.0
Saigon Ve Wong,Bowl,Vietnam,3.5
Nissin,Bowl,Japan,4.0
Saigon Ve Wong,Bowl,Vietnam,2.0
Nissin,Bowl,USA,3.0
Lishan,Pack,Taiwan,1.5
Mama,Pack,Thailand,3.25
Thai Kitchen,Pack,USA,2.75
Paldo,Pack,South Korea,4.0
Daikoku,Bowl,Japan,4.25
Yamamoto,Bowl,Japan,4.25
Lucky Me!,Pack,Philippines,3.75
Nissin,Bowl,USA,3.0
Paldo,Cup,South Korea,3.5
Dragonfly,Pack,China,3.75
Nissin,Bowl,USA,3.75
Cap Atoom Bulan,Pack,Indonesia,3.0
Mee Jang,Bowl,Thailand,3.25
Dragonfly,Pack,China,4.0
Sapporo Ichiban,Pack,Japan,5.0
Mi Sedaap,Pack,Indonesia,4.0
Dragonfly,Pack,China,4.0
Pot Noodle,Cup,UK,3.75
Nongshim,Pack,South Korea,3.75
Sunlee,Bowl,Thailand,3.5
Yamamoto,Bowl,Japan,4.25
Nongshim,Cup,South Korea,3.75
Sura,Bowl,South Korea,3.75
Wei Chuan,Pack,Taiwan,3.25
Little Cook,Cup,Thailand,2.75
Vina Acecook,Pack,Vietnam,3.0
Master Kong,Pack,China,4.25
Nissin,Bowl,Japan,5.0
GreeNoodle,Pack,Thailand,3.0
Snapdragon,Cup,Singapore,2.5
Yamamori,Pack,Japan,4.75
Ottogi,Pack,South Korea,1.1
Baijia,Bowl,China,0.5
Mr. Udon,Pack,South Korea,3.5
Mr. Udon,Pack,South Korea,2.75
Fashion Foods,Bowl,Thailand,1.25
Ve Wong,Bowl,Taiwan,1.25
Master Kong,Pack,China,4.25
Lucky Me!,Bowl,Philippines,3.5
Omachi,Pack,Vietnam,3.75
Ottogi,Bowl,South Korea,3.5
Pot Noodle,Cup,UK,4.0
Master Kong,Pack,China,3.75
Wei Wei,Pack,Taiwan,3.25
Daikoku,Bowl,Japan,4.75
Ottogi,Bowl,South Korea,3.5
Vifon,Pack,Vietnam,1.25
Yamamoto,Bowl,Japan,4.75
Pulmuone,Pack,South Korea,2.75
Nissin,Pack,Japan,3.75
Maggi,Pack,India,2.0
Yamamori,Pack,Japan,4.5
Fuku,Pack,Hong Kong,2.5
Saigon Ve Wong,Bowl,Vietnam,3.0
Maruchan,Tray,USA,1.75
Batchelors,Pack,UK,2.0
Wei Wei,Pack,Taiwan,3.25
Wei Wei,Pack,Taiwan,3.75
Koka,Pack,Singapore,5.0
Pot Noodle,Cup,UK,1.5
Six Fortune,Pack,South Korea,4.0
Little Cook,Cup,Thailand,3.5
Batchelors,Pack,UK,2.0
Wei Lih,Pack,Taiwan,3.75
Nongshim,Cup,South Korea,3.5
Wei Chuan,Pack,Taiwan,4.0
Maruchan,Pack,USA,3.25
Lucky Me!,Pack,Philippines,4.0
Little Cook,Cup,Thailand,3.25
Batchelors,Pack,UK,3.5
Thai Kitchen,Pack,USA,1.5
Thai Kitchen,Pack,USA,3.75
Haioreum,Bowl,South Korea,3.5
Nongshim,Pack,South Korea,4.0
Batchelors,Pack,UK,3.25
Batchelors,Bowl,UK,2.5
Mama,Bowl,Thailand,3.5
Vifon,Bowl,Vietnam,4.25
Vifon,Pack,Vietnam,2.75
Sunlight,Pack,Taiwan,2.1
Vedan,Pack,Taiwan,3.25
Ve Wong,Bowl,Taiwan,1.5
Baijia,Cup,China,0.0
Vifon,Pack,Vietnam,2.25
Koyo,Pack,USA,2.5
Koyo,Pack,USA,2.75
Baijia,Pack,China,0.0
Baijia,Pack,China,1.75
Nongshim,Pack,South Korea,4.75
Pot Noodle,Cup,UK,3.0
Menraku,Bowl,Japan,3.75
Batchelors,Pack,UK,3.5
Maggi,Pack,India,3.75
Noah Foods,Bowl,Vietnam,2.0
Maruchan,Tray,USA,3.0
Shirakiku,Pack,Japan,3.25
O Sung,Cup,South Korea,2.5
Saigon Ve Wong,Bowl,Vietnam,3.0
Paldo,Cup,South Korea,4.0
Goku Uma,Bowl,Japan,3.5
Foodmon,Bowl,South Korea,5.0
Batchelors,Bowl,UK,4.0
Uni-President,Cup,Taiwan,3.75
Yum Yum,Pack,Thailand,3.25
Batchelors,Pack,UK,4.25
Sahmyook,Pack,South Korea,3.25
Myojo,Bowl,Japan,4.0
Wai Wai,Cup,Thailand,3.0
Long Kow,Bowl,China,1.5
Batchelors,Pack,UK,3.75
Mi Sedaap,Pack,Indonesia,4.75
Batchelors,Pack,UK,2.75
Yum Yum,Pack,Thailand,3.5
Samyang,Cup,South Korea,2.75
Super Bihun,Pack,Indonesia,3.0
Batchelors,Pack,UK,3.25
Nissin,Pack,Japan,4.25
Mi Sedaap,Pack,Indonesia,4.0
Pot Noodle,Cup,UK,3.75
Lucky Me!,Pack,Philippines,5.0
Yum Yum,Pack,Thailand,3.5
Golden Wheat,Pack,China,3.5
Unox,Pack,Holland,3.5
Menraku,Bowl,Japan,4.75
Mi Sedaap,Pack,Indonesia,3.0
Yum Yum,Pack,Thailand,3.5
Nissin,Pack,USA,3.25
Nissin,Pack,Japan,3.0
Lucky Me!,Pack,Philippines,0.5
Mama,Pack,Thailand,2.0
Ottogi,Pack,South Korea,4.25
Wai Wai,Pack,Thailand,0.9
Mama,Pack,Thailand,3.1
Paldo,Pack,South Korea,4.75
Doll,Pack,Hong Kong,4.25
Yum Yum,Pack,Thailand,3.25
Mee Jang,Bowl,Thailand,3.5
Sapporo Ichiban,Pack,USA,2.0
Unox,Pack,Holland,3.75
Little Cook,Bowl,Thailand,2.75
Annie Chun's,Pack,USA,1.5
JML,Pack,China,3.75
Nissin,Cup,Hong Kong,3.75
Dragonfly,Bowl,China,4.5
Samyang,Pack,South Korea,4.25
Menraku,Bowl,Japan,4.25
Nan Hsing,Bowl,Taiwan,0.25
Snapdragon,Cup,Singapore,2.0
Dragonfly,Bowl,China,4.5
Thai Kitchen,Pack,USA,4.25
Wang,Bowl,South Korea,3.5
Tradition,Cup,USA,2.5
Shirakiku,Bowl,Japan,3.0
Dragonfly,Bowl,China,4.0
Paldo,Bowl,South Korea,3.75
Menraku,Bowl,Japan,2.75
Snapdragon,Cup,Singapore,3.75
Ve Wong,Bowl,Taiwan,4.0
Samyang,Cup,South Korea,3.75
Dragonfly,Bowl,China,3.75
Nongshim,Cup,South Korea,2.5
JML,Pack,China,3.5
Knorr,Pack,Pakistan,3.0
GreeNoodle,Pack,Thailand,1.0
Sunlee,Bowl,Thailand,2.0
Nongshim,Pack,South Korea,3.25
Mexi-Ramen,Pack,USA,2.5
Dragonfly,Bowl,China,4.75
Hsin Tung Yang,Pack,Taiwan,0.0
Nissin,Pack,Japan,4.0
Maruchan,Tray,USA,2.75
Ottogi,Pack,South Korea,3.25
Snapdragon,Cup,Singapore,3.5
Pulmuone,Pack,South Korea,3.0
Noah Foods,Bowl,Vietnam,2.75
JML,Pack,China,3.75
Foodmon,Bowl,South Korea,5.0
JML,Pack,China,3.25
Kailo,Bowl,Hong Kong,3.5
Kailo,Bowl,Hong Kong,2.75
Kamfen,Pack,China,3.0
Ottogi,Cup,South Korea,3.0
Ottogi,Cup,South Korea,4.25
Itomen,Bowl,Japan,4.5
Menraku,Bowl,Japan,4.5
Thai Kitchen,Bowl,USA,3.75
Thai Kitchen,Bowl,USA,3.25
Nongshim,Pack,South Korea,3.75
Vedan,Pack,Taiwan,1.75
Mr. Udon,Pack,South Korea,3.0
Annie Chun's,Bowl,USA,1.75
Gefen,Pack,USA,3.25
Saigon Ve Wong,Bowl,Vietnam,3.75
Myojo,Bowl,Japan,4.5
Thai Kitchen,Bowl,USA,3.75
Koyo,Pack,USA,1.5
Maruchan,Pack,USA,3.25
Gefen,Pack,USA,3.5
Paldo,Pack,South Korea,3.75
Vifon,Pack,Vietnam,1.75
Saigon Ve Wong,Bowl,Vietnam,3.5
Nissin,Bowl,USA,2.75
Mama,Pack,Thailand,3.25
Ottogi,Pack,South Korea,3.0
Nissin,Pack,USA,3.5
Samyang,Pack,South Korea,3.5
Menraku,Bowl,Japan,5.0
Gefen,Pack,USA,3.0
Ve Wong,Bowl,Taiwan,3.75
Ibumie,Pack,Malaysia,4.5
Ve Wong,Bowl,Taiwan,3.75
Baijia,Cup,China,0.25
Koyo,Pack,USA,1.5
Nongshim,Bowl,USA,3.25
Myojo,Pack,Japan,4.0
Myojo,Bowl,Japan,4.0
Ottogi,Pack,South Korea,3.25
Wu Mu,Pack,Taiwan,4.25
Ve Wong,Bowl,Taiwan,3.75
Ve Wong,Pack,Vietnam,4.75
Sao Tao,Bowl,Hong Kong,2.25
iNoodle,Pack,Taiwan,2.25
Mr. Udon,Pack,South Korea,3.25
Lucky Me!,Pack,Philippines,4.0
Nongshim,Pack,South Korea,4.5
Ottogi,Pack,South Korea,3.75
Maruchan,Cup,USA,2.75
Little Cook,Bowl,Thailand,3.0
Samyang,Bowl,South Korea,3.75
Nongshim,Bowl,South Korea,3.25
Unif,Bowl,Taiwan,3.75
Mi Sedaap,Pack,Indonesia,4.25
Mi Sedaap,Pack,Indonesia,4.5
Lucky Me!,Bowl,Philippines,3.25
Ve Wong,Bowl,Taiwan,2.5
Unif / Tung-I,Pack,Taiwan,2.75
Quickchow,Pack,Philippines,5.0
Quickchow,Pack,Philippines,3.75
Kamfen,Pack,China,3.75
Koka,Pack,Singapore,5.0
Vifon,Pack,Vietnam,3.0
Chikara,Pack,USA,4.5
Q,Pack,Taiwan,3.25
Noodle Time,Cup,South Korea,3.0
Vifon,Bowl,Vietnam,4.0
Myojo,Bowl,Japan,2.75
Sapporo Ichiban,Cup,USA,3.5
Myojo,Bowl,Japan,4.25
iNoodle,Pack,Taiwan,3.75
Vifon,Pack,Vietnam,3.5
Sapporo Ichiban,Cup,USA,3.75
Ve Wong,Bowl,Taiwan,3.75
Doll,Pack,Hong Kong,2.5
Souper,Pack,Taiwan,4.25
Maruchan,Bowl,Japan,4.125
Sunlee,Bowl,Thailand,3.25
Lucky Me!,Pack,Philippines,3.75
Payless,Pack,Philippines,4.0
Gomex,Pack,Vietnam,2.25
Ottogi,Cup,South Korea,3.5
Vifon,Pack,Vietnam,3.75
Ibumie,Pack,Malaysia,3.25
Vina Acecook,Pack,Vietnam,3.75
Maruchan,Cup,USA,2.25
Sao Tao,Bowl,Hong Kong,3.0
Myojo,Bowl,Japan,4.25
Nissin,Cup,Hong Kong,4.25
Paldo,Cup,South Korea,3.75
Paldo,Bowl,South Korea,3.75
Quickchow,Cup,Philippines,3.0
Vina Acecook,Bowl,Vietnam,4.25
Ottogi,Cup,South Korea,3.0
Paldo,Cup,South Korea,3.5
Kamfen,Tray,China,2.0
Nissin,Tray,Japan,5.0
Myojo,Pack,Japan,4.25
Menraku,Bowl,Japan,4.0
Mama,Pack,Thailand,2.75
Maruchan,Cup,USA,2.75
Nissin,Bowl,USA,3.75
US Canning,Tray,USA,0.0
Ve Wong,Bowl,Taiwan,1.25
Nissin,Pack,Japan,4.0
Lucky Me!,Pack,Philippines,2.75
Lucky Me!,Pack,Philippines,2.5
Saigon Ve Wong,Pack,Vietnam,4.25
