Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
fdy07,11.8,low fat,0.0,fruits and vegetables,45.2402,out018,2009,medium,tier 3,supermarket type2,1148.505
dri47,14.7,low fat,0.020952705,hard drinks,143.5128,out049,1999,medium,tier 1,supermarket type1,2444.8176
ncw42,12.857645184135976,low fat,0.102371638,household,221.2456,out019,1985,small,tier 1,grocery store,663.1368
ncq50,18.75,lf,0.034278798,household,214.1218,out013,1987,high,tier 3,supermarket type1,4488.1578
fdq09,7.235,low fat,0.0,snack foods,115.1834,out045,2002,medium,tier 2,supermarket type1,1382.2008
fdi20,12.857645184135976,lf,0.038377013,fruits and vegetables,211.5586,out027,1985,medium,tier 3,supermarket type3,4432.2306
ncp05,19.6,low fat,0.025325897000000003,health and hygiene,150.9024,out049,1999,medium,tier 1,supermarket type1,3795.06
fdh02,7.27,regular,0.020898691,canned,92.2488,out017,2007,medium,tier 2,supermarket type1,814.9392
fdh45,15.1,regular,0.105881129,fruits and vegetables,42.0796,out045,2002,medium,tier 2,supermarket type1,454.0756
drg49,7.81,low fat,0.112906337,soft drinks,243.5486,out010,1998,medium,tier 3,grocery store,488.6972
fda37,7.81,regular,0.055216312000000004,canned,125.5046,out035,2004,small,tier 2,supermarket type1,3237.1196
fds13,6.465,low fat,0.125210375,canned,266.8884,out017,2007,medium,tier 2,supermarket type1,1059.9536
ncw42,12.857645184135976,low fat,0.058185842,household,220.8456,out027,1985,medium,tier 3,supermarket type3,4199.8664
fdk15,10.8,low fat,0.098814721,meat,100.5042,out018,2009,medium,tier 3,supermarket type2,1884.8798
fdx51,9.5,regular,0.022058724,meat,196.8452,out046,1997,small,tier 1,supermarket type1,3523.4136
fdj20,20.7,regular,0.100091576,fruits and vegetables,125.5388,out013,1987,high,tier 3,supermarket type1,2105.2596
drk59,8.895,low fat,0.075876602,hard drinks,235.9616,out017,2007,medium,tier 2,supermarket type1,1874.8928
fdl45,15.6,low fat,0.037841362,snack foods,125.2704,out018,2009,medium,tier 3,supermarket type2,2628.5784
fdh41,9.0,low fat,0.081943273,frozen foods,214.5534,out013,1987,high,tier 3,supermarket type1,3440.8544
fdd05,19.35,low fat,0.016645164,frozen foods,120.9098,out045,2002,medium,tier 2,supermarket type1,1687.1372
fdz39,19.7,regular,0.018061324,meat,102.59899999999999,out045,2002,medium,tier 2,supermarket type1,2063.98
fdy35,12.857645184135976,regular,0.028062401,breads,44.0402,out019,1985,small,tier 1,grocery store,91.8804
nce06,5.825,low fat,0.091857904,household,160.7894,out018,2009,medium,tier 3,supermarket type2,1617.894
fde57,12.857645184135976,low fat,0.036109413,fruits and vegetables,140.6154,out027,1985,medium,tier 3,supermarket type3,4538.0928
fdd33,12.85,low fat,0.10863337199999999,fruits and vegetables,233.8642,out018,2009,medium,tier 3,supermarket type2,2323.6420000000003
fdq10,12.85,low fat,0.03324652,snack foods,172.4422,out045,2002,medium,tier 2,supermarket type1,4483.4972
fdn15,17.5,low fat,0.016720132,meat,139.918,out013,1987,high,tier 3,supermarket type1,419.454
fds50,17.0,low fat,0.055433377,dairy,221.1114,out046,1997,small,tier 1,supermarket type1,4434.228
fdx21,7.05,low fat,0.084966021,snack foods,111.1912,out046,1997,small,tier 1,supermarket type1,1965.4416
fdl58,5.78,regular,0.07413505299999999,snack foods,264.0568,out035,2004,small,tier 2,supermarket type1,2109.2544
fdk09,15.2,low fat,0.09174595099999999,snack foods,229.0352,out035,2004,small,tier 2,supermarket type1,2290.3520000000003
fds08,12.857645184135976,low fat,0.056685383,fruits and vegetables,178.437,out027,1985,medium,tier 3,supermarket type3,3175.866
fde20,11.35,regular,0.00552947,fruits and vegetables,169.27900000000002,out035,2004,small,tier 2,supermarket type1,2376.906
fdf04,17.5,low fat,0.013664703,frozen foods,257.7304,out045,2002,medium,tier 2,supermarket type1,5683.2688
fda50,16.25,low fat,0.08731067199999999,dairy,95.541,out049,1999,medium,tier 1,supermarket type1,1544.656
fdx08,12.85,low fat,0.022639195,fruits and vegetables,179.7318,out049,1999,medium,tier 1,supermarket type1,2165.1816
fdd05,12.857645184135976,low fat,0.016531033,frozen foods,122.4098,out027,1985,medium,tier 3,supermarket type3,3012.745
fdg41,8.84,regular,0.076873991,frozen foods,109.9228,out018,2009,medium,tier 3,supermarket type2,1547.3192
fdu39,12.857645184135976,low fat,0.035863436,meat,58.3562,out027,1985,medium,tier 3,supermarket type3,1125.8678
ncq43,17.75,low fat,0.111301625,others,107.5912,out046,1997,small,tier 1,supermarket type1,1528.6768
ncy42,6.38,low fat,0.015193323,household,143.347,out045,2002,medium,tier 2,supermarket type1,858.882
fdf26,12.857645184135976,regular,0.046408927999999995,canned,153.2998,out027,1985,medium,tier 3,supermarket type3,3998.7948
fdc20,10.65,low fat,0.0,fruits and vegetables,57.1272,out035,2004,small,tier 2,supermarket type1,279.63599999999997
fdx14,13.1,low fat,0.07494003,dairy,75.0354,out046,1997,small,tier 1,supermarket type1,902.8248
drc49,12.857645184135976,lf,0.065119701,soft drinks,145.7128,out027,1985,medium,tier 3,supermarket type3,4026.7584
fdm40,10.195,low fat,0.0,frozen foods,143.1154,out017,2007,medium,tier 2,supermarket type1,2410.8618
fde10,6.67,regular,0.090456903,snack foods,131.2626,out017,2007,medium,tier 2,supermarket type1,2098.6016
ncu17,5.32,low fat,0.093071679,health and hygiene,103.8674,out045,2002,medium,tier 2,supermarket type1,509.337
fdb36,12.857645184135976,regular,0.048292189000000006,baking goods,133.1626,out027,1985,medium,tier 3,supermarket type3,2492.0894
drf13,12.1,low fat,0.029902678999999998,soft drinks,144.3444,out018,2009,medium,tier 3,supermarket type2,1161.1552
fdl13,13.85,regular,0.056547985999999995,breakfast,232.73,out018,2009,medium,tier 3,supermarket type2,6291.81
nch55,16.35,low fat,0.034726222,household,125.602,out049,1999,medium,tier 1,supermarket type1,3036.048
ncf18,18.35,low fat,0.08890854699999999,household,192.8504,out013,1987,high,tier 3,supermarket type1,2876.256
fdc09,15.5,regular,0.044024163,fruits and vegetables,102.0332,out010,1998,medium,tier 3,grocery store,102.5332
fdv09,12.1,low fat,0.020568574,snack foods,150.4734,out046,1997,small,tier 1,supermarket type1,2078.6276
fdv09,12.1,low fat,0.020564685,snack foods,148.2734,out035,2004,small,tier 2,supermarket type1,3266.4148
fdu16,19.25,regular,0.058226609000000006,frozen foods,85.2908,out013,1987,high,tier 3,supermarket type1,671.1264
fdd26,8.71,regular,0.072155462,canned,183.3924,out046,1997,small,tier 1,supermarket type1,3146.5708
nca29,10.5,low fat,0.027253711,household,170.9106,out013,1987,high,tier 3,supermarket type1,3251.1014
fdz26,11.6,regular,0.144604071,dairy,240.8222,out018,2009,medium,tier 3,supermarket type2,3585.333
fdt56,16.0,regular,0.193477995,fruits and vegetables,55.9246,out010,1998,medium,tier 3,grocery store,405.4722
fdf22,6.865,low fat,0.056945935999999996,snack foods,214.6218,out045,2002,medium,tier 2,supermarket type1,1923.4962
fdh21,10.395,low fat,0.031288338,seafood,159.5604,out045,2002,medium,tier 2,supermarket type1,2852.2872
fdd44,8.05,regular,0.078400465,fruits and vegetables,259.0646,out046,1997,small,tier 1,supermarket type1,4380.2982
fds56,5.785,regular,0.038976089,fruits and vegetables,264.2252,out017,2007,medium,tier 2,supermarket type1,3934.8779999999997
fdf21,10.3,regular,0.058918844000000005,fruits and vegetables,191.653,out049,1999,medium,tier 1,supermarket type1,5313.084
fdm44,12.5,low fat,0.031176157000000003,fruits and vegetables,103.09899999999999,out018,2009,medium,tier 3,supermarket type2,722.393
drk01,7.63,low fat,0.061159245999999994,soft drinks,92.5436,out049,1999,medium,tier 1,supermarket type1,1607.2412
fdo22,13.5,regular,0.0,snack foods,78.396,out035,2004,small,tier 2,supermarket type1,1438.128
fdp57,17.5,low fat,0.052550476,snack foods,101.29899999999999,out045,2002,medium,tier 2,supermarket type1,722.393
drf49,12.857645184135976,low fat,0.124448295,soft drinks,112.0518,out019,1985,small,tier 1,grocery store,113.8518
drk11,8.21,low fat,0.010808271999999999,hard drinks,150.5392,out018,2009,medium,tier 3,supermarket type2,1043.9744
fdt51,11.65,regular,0.010963269,meat,110.9544,out018,2009,medium,tier 3,supermarket type2,335.5632
fde58,18.5,lf,0.0,snack foods,119.8124,out017,2007,medium,tier 2,supermarket type1,4029.4216
fdt23,7.72,reg,0.075035902,breads,78.7986,out018,2009,medium,tier 3,supermarket type2,856.8846
nct42,5.88,low fat,0.024882613999999997,household,149.4392,out035,2004,small,tier 2,supermarket type1,1640.5312
fdj41,6.85,low fat,0.022878952999999997,frozen foods,262.3594,out035,2004,small,tier 2,supermarket type1,3924.8909999999996
ncf42,12.857645184135976,low fat,0.16657250099999998,household,176.1712,out027,1985,medium,tier 3,supermarket type3,3691.1952
fda19,7.52,lf,0.055081622999999996,fruits and vegetables,128.8994,out013,1987,high,tier 3,supermarket type1,2055.9904
fdw09,13.65,regular,0.025920816,snack foods,81.2302,out046,1997,small,tier 1,supermarket type1,2059.9852
nco14,12.857645184135976,low fat,0.029500321,household,46.2086,out027,1985,medium,tier 3,supermarket type3,802.9548
fdo39,6.985,regular,0.137645467,meat,185.2608,out045,2002,medium,tier 2,supermarket type1,2940.1728
fdr45,12.857645184135976,low fat,0.0,snack foods,240.6222,out027,1985,medium,tier 3,supermarket type3,4302.3996
fda15,9.3,low fat,0.026818196000000002,dairy,248.9092,out010,1998,medium,tier 3,grocery store,498.0184
fdy13,12.1,low fat,0.030102335,canned,74.767,out013,1987,high,tier 3,supermarket type1,2220.4429999999998
fdy31,5.98,low fat,0.043740308,fruits and vegetables,145.3418,out018,2009,medium,tier 3,supermarket type2,2354.2688
ncs29,9.0,low fat,0.069653585,health and hygiene,266.2884,out049,1999,medium,tier 1,supermarket type1,2914.8724
fdj52,7.145,low fat,0.01785932,frozen foods,160.6578,out018,2009,medium,tier 3,supermarket type2,2246.4092
ncx41,19.0,low fat,0.017755213,health and hygiene,211.7244,out045,2002,medium,tier 2,supermarket type1,2752.4172
fdq36,7.855,regular,0.161875063,baking goods,35.6848,out045,2002,medium,tier 2,supermarket type1,335.5632
fdv35,19.5,low fat,0.128181759,breads,156.1314,out035,2004,small,tier 2,supermarket type1,2792.3652
fde02,8.71,low fat,0.12125037400000001,canned,92.7778,out046,1997,small,tier 1,supermarket type1,1032.6558
fda34,11.5,low fat,0.014921093,starchy foods,173.908,out018,2009,medium,tier 3,supermarket type2,1211.756
ncl42,18.85,low fat,0.040434372,household,244.3144,out049,1999,medium,tier 1,supermarket type1,5635.3312
fde14,13.65,regular,0.031508924,canned,98.77,out045,2002,medium,tier 2,supermarket type1,1697.79
drd25,6.135,low fat,0.079094835,soft drinks,114.38600000000001,out049,1999,medium,tier 1,supermarket type1,1018.674
drf01,5.655,low fat,0.175793413,soft drinks,146.9102,out018,2009,medium,tier 3,supermarket type2,1749.7224
fdf39,14.85,regular,0.019495051,dairy,261.291,out013,1987,high,tier 3,supermarket type1,10256.649
fdp01,20.75,regular,0.06331397400000001,breakfast,153.7682,out035,2004,small,tier 2,supermarket type1,1829.6184
fdb10,10.0,low fat,0.0674819,snack foods,234.859,out018,2009,medium,tier 3,supermarket type2,1181.795
fdy14,10.3,low fat,0.07002695099999999,dairy,263.6226,out035,2004,small,tier 2,supermarket type1,6608.065
fdr57,5.675,regular,0.023496967,snack foods,156.1288,out046,1997,small,tier 1,supermarket type1,2828.3184
nch29,5.51,low fat,0.0,health and hygiene,98.9726,out018,2009,medium,tier 3,supermarket type2,1565.9616
fdj45,17.75,low fat,0.073559521,seafood,33.9216,out045,2002,medium,tier 2,supermarket type1,830.9184
fdz48,17.75,low fat,0.07626905,baking goods,113.1544,out018,2009,medium,tier 3,supermarket type2,1006.6896
fdv44,8.365,regular,0.039925235,fruits and vegetables,189.2188,out045,2002,medium,tier 2,supermarket type1,4570.0512
fdr01,12.857645184135976,regular,0.093883945,canned,200.4742,out019,1985,small,tier 1,grocery store,398.1484
fdz57,10.0,regular,0.03773288,snack foods,128.2994,out013,1987,high,tier 3,supermarket type1,1413.4934
fdi08,18.2,regular,0.066400129,fruits and vegetables,250.1092,out049,1999,medium,tier 1,supermarket type1,5727.2116
dra24,19.35,regular,0.039920687,soft drinks,163.3868,out035,2004,small,tier 2,supermarket type1,3439.5228
fds39,12.857645184135976,low fat,0.022351807999999997,meat,143.7812,out027,1985,medium,tier 3,supermarket type3,4986.842000000001
ncl31,7.39,low fat,0.12018089400000001,others,141.447,out013,1987,high,tier 3,supermarket type1,2290.3520000000003
fdd34,7.945,low fat,0.015900971,snack foods,163.821,out049,1999,medium,tier 1,supermarket type1,1794.3310000000001
fdc34,16.0,regular,0.172759093,snack foods,157.0972,out046,1997,small,tier 1,supermarket type1,4673.916
nck05,20.1,low fat,0.077454252,health and hygiene,59.2536,out046,1997,small,tier 1,supermarket type1,735.0432
fdb32,20.6,low fat,0.039255412,fruits and vegetables,94.4778,out010,1998,medium,tier 3,grocery store,93.8778
fdc03,8.575,regular,0.072252888,dairy,196.5794,out017,2007,medium,tier 2,supermarket type1,5267.1438
fdo19,17.7,regular,0.016664252,fruits and vegetables,47.9034,out018,2009,medium,tier 3,supermarket type2,729.051
fdz28,20.0,regular,0.08618788599999999,frozen foods,125.4678,out010,1998,medium,tier 3,grocery store,127.1678
fdk28,5.695,low fat,0.10978405599999999,frozen foods,256.0646,out010,1998,medium,tier 3,grocery store,1288.323
ncu30,5.11,low fat,0.0,household,164.72099999999998,out018,2009,medium,tier 3,supermarket type2,3588.6620000000003
fdv57,15.25,regular,0.0,snack foods,178.166,out045,2002,medium,tier 2,supermarket type1,4853.682
fdb02,12.857645184135976,regular,0.029023048,canned,177.83700000000002,out027,1985,medium,tier 3,supermarket type3,6704.606
fdd52,18.25,regular,0.183142346,dairy,110.35700000000001,out013,1987,high,tier 3,supermarket type1,2087.283
fdn34,15.6,regular,0.0,snack foods,170.6132,out013,1987,high,tier 3,supermarket type1,6595.4148
fdb50,13.0,low fat,0.153857402,canned,76.3986,out049,1999,medium,tier 1,supermarket type1,778.9860000000001
fds55,7.02,low fat,0.081290366,fruits and vegetables,147.3734,out049,1999,medium,tier 1,supermarket type1,2524.0478
fdr21,19.7,low fat,0.066935459,snack foods,177.537,out046,1997,small,tier 1,supermarket type1,3175.866
ncd07,9.1,low fat,0.055514919,household,112.5518,out049,1999,medium,tier 1,supermarket type1,341.5554
fdo11,8.0,regular,0.050657232,breads,249.9092,out010,1998,medium,tier 3,grocery store,249.0092
ncc54,17.75,low fat,0.098108957,health and hygiene,240.9196,out018,2009,medium,tier 3,supermarket type2,4579.3724
fdv35,19.5,low fat,0.128405328,breads,156.4314,out049,1999,medium,tier 1,supermarket type1,2326.971
ncu29,7.685,low fat,0.025477448,health and hygiene,145.276,out046,1997,small,tier 1,supermarket type1,3515.4240000000004
ncz53,9.6,low fat,0.040969757,health and hygiene,188.7214,out010,1998,medium,tier 3,grocery store,376.8428
dre03,19.6,low fat,0.040550868,dairy,45.5718,out010,1998,medium,tier 3,grocery store,47.2718
fdz09,17.6,low fat,0.17554588899999998,snack foods,163.6868,out010,1998,medium,tier 3,grocery store,163.7868
fde40,15.6,regular,0.099344826,dairy,63.6194,out045,2002,medium,tier 2,supermarket type1,743.0328
ncs18,12.65,low fat,0.042276746,household,108.4938,out049,1999,medium,tier 1,supermarket type1,1500.7132
fdx24,12.857645184135976,low fat,0.013861607,baking goods,94.4462,out027,1985,medium,tier 3,supermarket type3,2036.0164
fds34,12.857645184135976,regular,0.076387367,snack foods,112.1518,out027,1985,medium,tier 3,supermarket type3,3870.9612
ncs53,14.5,low fat,0.08996026,health and hygiene,159.5604,out045,2002,medium,tier 2,supermarket type1,1426.1436
fdh38,6.425,low fat,0.010480751,canned,116.5808,out018,2009,medium,tier 3,supermarket type2,2460.7968
drm35,9.695,lf,0.070587419,hard drinks,176.9344,out045,2002,medium,tier 2,supermarket type1,5888.3352
dri25,19.6,low fat,0.03387323,soft drinks,56.1614,out013,1987,high,tier 3,supermarket type1,828.921
ncp06,20.7,lf,0.039238384,household,152.8366,out035,2004,small,tier 2,supermarket type1,2569.3222
fdt02,12.6,low fat,0.024331586000000002,dairy,34.9874,out017,2007,medium,tier 2,supermarket type1,529.311
ncp14,8.275,low fat,0.11019797699999999,household,104.2306,out013,1987,high,tier 3,supermarket type1,3658.571
ncd43,12.857645184135976,low fat,0.028048877000000003,household,106.1964,out019,1985,small,tier 1,grocery store,210.3928
fdp20,19.85,low fat,0.045631230999999994,fruits and vegetables,128.102,out013,1987,high,tier 3,supermarket type1,1265.02
fdk04,7.36,low fat,0.08755962099999999,frozen foods,55.2588,out010,1998,medium,tier 3,grocery store,229.0352
fdq15,20.35,regular,0.25286597899999996,meat,82.7276,out010,1998,medium,tier 3,grocery store,162.4552
fde11,17.7,regular,0.135306012,starchy foods,183.7924,out049,1999,medium,tier 1,supermarket type1,2221.1088
fdn01,12.857645184135976,low fat,0.126760908,breakfast,176.937,out019,1985,small,tier 1,grocery store,352.874
fdc29,8.39,regular,0.024201083999999998,frozen foods,112.6176,out035,2004,small,tier 2,supermarket type1,2175.8344
fdc48,9.195,low fat,0.015856295,baking goods,81.6592,out035,2004,small,tier 2,supermarket type1,1403.5064
drf27,8.93,low fat,0.028411898999999997,dairy,152.334,out035,2004,small,tier 2,supermarket type1,2143.876
ncb55,15.7,low fat,0.160529322,household,59.2562,out013,1987,high,tier 3,supermarket type1,296.281
ncx30,16.7,low fat,0.026771204,household,246.3776,out017,2007,medium,tier 2,supermarket type1,1981.4208
drn36,12.857645184135976,low fat,0.049934854,soft drinks,95.0752,out027,1985,medium,tier 3,supermarket type3,2588.6304
fdp08,20.5,regular,0.11304588300000001,fruits and vegetables,194.1478,out017,2007,medium,tier 2,supermarket type1,2906.217
ncd31,12.857645184135976,low fat,0.015359722,household,163.7526,out027,1985,medium,tier 3,supermarket type3,1973.4312
fdk45,11.65,low fat,0.034049703,seafood,112.286,out017,2007,medium,tier 2,supermarket type1,452.744
dre49,20.75,low fat,0.02128304,soft drinks,153.5024,out049,1999,medium,tier 1,supermarket type1,2428.8384
fdu52,12.857645184135976,low fat,0.063462048,frozen foods,157.563,out027,1985,medium,tier 3,supermarket type3,1721.0929999999998
fdd53,16.2,low fat,0.074019393,frozen foods,41.7454,out010,1998,medium,tier 3,grocery store,83.8908
fdf11,10.195,regular,0.017666978,starchy foods,239.4538,out045,2002,medium,tier 2,supermarket type1,4566.7222
ncr30,12.857645184135976,low fat,0.12429953099999999,household,73.4696,out019,1985,small,tier 1,grocery store,298.2784
fdd03,13.3,low fat,0.079739853,dairy,233.03,out013,1987,high,tier 3,supermarket type1,5359.69
fdf09,6.215,low fat,0.012167793,fruits and vegetables,37.4848,out049,1999,medium,tier 1,supermarket type1,111.8544
fds33,6.67,regular,0.0,snack foods,90.5514,out018,2009,medium,tier 3,supermarket type2,974.0654
fdk03,12.6,regular,0.074338562,dairy,255.5356,out017,2007,medium,tier 2,supermarket type1,9664.7528
fdd29,12.15,low fat,0.018407033,frozen foods,254.7698,out035,2004,small,tier 2,supermarket type1,5834.4054
fdd02,16.6,low fat,0.050369190999999994,canned,117.2124,out049,1999,medium,tier 1,supermarket type1,1422.1488
fdf29,12.857645184135976,regular,0.019837655,frozen foods,128.131,out027,1985,medium,tier 3,supermarket type3,1687.8029999999999
fdp59,20.85,regular,0.05646571400000001,breads,103.6648,out046,1997,small,tier 1,supermarket type1,2285.0256
ncn17,11.0,low fat,0.05492864099999999,health and hygiene,101.7358,out035,2004,small,tier 2,supermarket type1,1508.037
ncm55,15.6,low fat,0.066829875,others,185.5924,out049,1999,medium,tier 1,supermarket type1,3146.5708
fdd39,12.857645184135976,low fat,0.12283217199999999,dairy,217.685,out019,1985,small,tier 1,grocery store,432.77
fds02,10.195,regular,0.146692433,dairy,194.5794,out017,2007,medium,tier 2,supermarket type1,4096.6674
fdn16,12.6,regular,0.06282744700000001,frozen foods,105.09899999999999,out045,2002,medium,tier 2,supermarket type1,1444.786
fdm21,20.2,lf,0.064464147,snack foods,255.7646,out049,1999,medium,tier 1,supermarket type1,5410.9566
fdj04,18.0,low fat,0.12495901300000001,frozen foods,116.5124,out018,2009,medium,tier 3,supermarket type2,355.5372
fdt50,6.75,regular,0.0,dairy,96.7752,out049,1999,medium,tier 1,supermarket type1,1342.2528
fdm27,12.35,regular,0.15911489,meat,158.1946,out018,2009,medium,tier 3,supermarket type2,1104.5622
fdt19,7.59,regular,0.145335007,fruits and vegetables,173.108,out045,2002,medium,tier 2,supermarket type1,2077.2960000000003
fdq39,14.8,low fat,0.081168135,meat,190.5846,out049,1999,medium,tier 1,supermarket type1,3630.6074
ncu30,5.11,low fat,0.034874689,household,161.721,out046,1997,small,tier 1,supermarket type1,2446.815
fdy27,6.38,lf,0.031898175,dairy,177.4344,out046,1997,small,tier 1,supermarket type1,1784.344
fdw14,8.3,regular,0.038211537000000004,dairy,87.7198,out046,1997,small,tier 1,supermarket type1,1569.9564
fdj21,16.7,regular,0.03874616,snack foods,143.8102,out017,2007,medium,tier 2,supermarket type1,4811.7366
fdx47,12.857645184135976,regular,0.03443677,breads,156.5288,out027,1985,medium,tier 3,supermarket type3,4870.9928
fdk56,9.695,low fat,0.130261652,fruits and vegetables,185.2898,out045,2002,medium,tier 2,supermarket type1,3367.6164
ncn05,8.235,low fat,0.014456938,health and hygiene,184.795,out035,2004,small,tier 2,supermarket type1,1464.76
fdc26,10.195,low fat,0.126383094,canned,112.1886,out046,1997,small,tier 1,supermarket type1,667.1316
fdt14,10.695,regular,0.127620811,dairy,119.244,out013,1987,high,tier 3,supermarket type1,3475.4759999999997
fds36,8.38,regular,0.046878474,baking goods,109.85700000000001,out035,2004,small,tier 2,supermarket type1,2306.9970000000003
fdr48,11.65,low fat,0.220111117,baking goods,153.0024,out010,1998,medium,tier 3,grocery store,455.4072
fdm04,9.195,regular,0.0471117,frozen foods,52.0666,out035,2004,small,tier 2,supermarket type1,615.1992
fdz37,8.1,regular,0.019768503,canned,88.6198,out046,1997,small,tier 1,supermarket type1,1569.9564
fde46,18.6,low fat,0.015858893,snack foods,152.9366,out017,2007,medium,tier 2,supermarket type1,453.4098
ncq53,17.6,low fat,0.018905326,health and hygiene,234.65900000000002,out046,1997,small,tier 1,supermarket type1,8508.924
ncn42,20.25,low fat,0.014280553999999999,household,148.0418,out018,2009,medium,tier 3,supermarket type2,1177.1344
drh11,5.98,low fat,0.075675438,hard drinks,53.3614,out049,1999,medium,tier 1,supermarket type1,331.5684
nci42,18.75,low fat,0.010381661,household,207.8954,out049,1999,medium,tier 1,supermarket type1,2292.3494
fdt07,5.82,regular,0.07747588400000001,fruits and vegetables,255.333,out045,2002,medium,tier 2,supermarket type1,4870.327
drl60,8.52,low fat,0.02705936,soft drinks,153.3682,out046,1997,small,tier 1,supermarket type1,914.8092
fdg20,15.5,regular,0.126199917,fruits and vegetables,178.4028,out018,2009,medium,tier 3,supermarket type2,1239.7196
fdf56,16.7,regular,0.119462225,fruits and vegetables,182.7976,out046,1997,small,tier 1,supermarket type1,1810.976
fdv33,9.6,regular,0.027454997000000002,snack foods,258.1304,out018,2009,medium,tier 3,supermarket type2,2324.9736
ncf31,9.13,low fat,0.051928034000000005,household,151.4024,out049,1999,medium,tier 1,supermarket type1,1973.4312
fdd59,10.5,regular,0.0,starchy foods,78.296,out046,1997,small,tier 1,supermarket type1,1438.128
fdq52,17.0,low fat,0.119570595,frozen foods,249.7434,out049,1999,medium,tier 1,supermarket type1,4221.8378
fdp09,12.857645184135976,low fat,0.033725742999999996,snack foods,211.6902,out027,1985,medium,tier 3,supermarket type3,4247.804
fdk24,9.195,low fat,0.10127579199999999,baking goods,46.4744,out035,2004,small,tier 2,supermarket type1,950.7624
nca18,10.1,low fat,0.056077574000000005,household,117.8492,out046,1997,small,tier 1,supermarket type1,1621.8888
nce07,8.18,low fat,0.0,household,140.5154,out045,2002,medium,tier 2,supermarket type1,1701.7848
fdm45,8.655,regular,0.088178053,snack foods,122.6756,out035,2004,small,tier 2,supermarket type1,2302.3364
fdq32,17.85,regular,0.046608497,fruits and vegetables,122.9388,out046,1997,small,tier 1,supermarket type1,3095.97
fdi34,10.65,regular,0.085119855,snack foods,229.8668,out035,2004,small,tier 2,supermarket type1,4146.6024
fde14,13.65,regular,0.031418984,canned,99.27,out013,1987,high,tier 3,supermarket type1,2596.62
drf37,17.25,low fat,0.08480965800000001,soft drinks,261.191,out017,2007,medium,tier 2,supermarket type1,3155.8920000000003
fdw44,9.5,regular,0.035350045,fruits and vegetables,169.7448,out017,2007,medium,tier 2,supermarket type1,3579.3408
fdc59,16.7,regular,0.0,starchy foods,63.6168,out049,1999,medium,tier 1,supermarket type1,1342.2528
nci29,8.6,low fat,0.054601779,health and hygiene,141.1154,out010,1998,medium,tier 3,grocery store,425.4462
fdv38,19.25,low fat,0.10218842800000001,dairy,54.3956,out018,2009,medium,tier 3,supermarket type2,1201.1032
fdz49,11.0,regular,0.133034816,canned,222.0798,out013,1987,high,tier 3,supermarket type1,2864.9374
drd49,9.895,low fat,0.16817143,soft drinks,237.7564,out045,2002,medium,tier 2,supermarket type1,3813.7024
fda02,14.0,regular,0.029722659,dairy,143.4786,out046,1997,small,tier 1,supermarket type1,1589.2646
fdx20,7.365,low fat,0.042733625,fruits and vegetables,226.972,out018,2009,medium,tier 3,supermarket type2,3848.324
fds24,20.85,regular,0.062172698,baking goods,90.2514,out013,1987,high,tier 3,supermarket type1,619.8598
fdi58,7.64,regular,0.070704474,snack foods,93.412,out046,1997,small,tier 1,supermarket type1,1491.392
fdq60,12.857645184135976,regular,0.191500528,baking goods,121.2098,out019,1985,small,tier 1,grocery store,120.5098
fdj27,17.7,regular,0.12206551800000001,meat,103.3674,out049,1999,medium,tier 1,supermarket type1,2546.685
fdv27,7.97,regular,0.04021623,meat,90.4514,out017,2007,medium,tier 2,supermarket type1,1328.271
ncl41,12.35,low fat,0.041737627,health and hygiene,33.1216,out046,1997,small,tier 1,supermarket type1,519.3240000000001
ncp29,8.42,low fat,0.11227101,health and hygiene,63.2168,out046,1997,small,tier 1,supermarket type1,703.0848
fdc45,12.857645184135976,low fat,0.135075924,fruits and vegetables,170.3106,out027,1985,medium,tier 3,supermarket type3,3422.212
fdn33,6.305,regular,0.12301331,snack foods,93.2436,out013,1987,high,tier 3,supermarket type1,2079.9592
drc01,5.92,regular,0.019238942,soft drinks,49.8692,out045,2002,medium,tier 2,supermarket type1,1133.1916
fdl57,15.1,regular,0.067212845,snack foods,260.2304,out045,2002,medium,tier 2,supermarket type1,4908.2776
ncf42,17.35,low fat,0.280164929,household,177.5712,out010,1998,medium,tier 3,grocery store,527.3136
fdg50,7.405,low fat,0.015271793,canned,89.9146,out046,1997,small,tier 1,supermarket type1,1550.6482
fdh22,6.405,low fat,0.13651285800000001,snack foods,128.7678,out049,1999,medium,tier 1,supermarket type1,3052.0272
fdo36,19.7,low fat,0.07803497599999999,baking goods,178.06599999999997,out049,1999,medium,tier 1,supermarket type1,3954.8520000000003
fdy04,17.7,regular,0.042649476,frozen foods,162.721,out018,2009,medium,tier 3,supermarket type2,978.7260000000001
fdz09,17.6,low fat,0.104859135,snack foods,161.8868,out035,2004,small,tier 2,supermarket type1,4094.67
fdh28,15.85,regular,0.110202066,frozen foods,39.7506,out049,1999,medium,tier 1,supermarket type1,721.0614
fdn32,17.5,low fat,0.01558456,fruits and vegetables,185.1266,out049,1999,medium,tier 1,supermarket type1,4795.0916
drj37,12.857645184135976,low fat,0.060805497,soft drinks,150.8024,out027,1985,medium,tier 3,supermarket type3,3339.6528
